mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
2,71,17,0,1,0,0,0,1,12,1,1,0,,,,3,,289,1,0,1,0,0,1,1,0
9,57,31,0,1,0,0,12,1,25,1,1,1,4,81,23,4,10,961,1,12,1,0,0,0,0,1
11,69,18,0,1,0,0,8,1,17,1,1,1,,,,4,,324,1,8,1,0,0,0,0,0
5,70,18,0,1,0,0,10,0,,0,1,1,,,,2,,324,1,10,0,0,1,1,0,0
10,56,32,0,1,0,0,5,3,15,3,1,1,11,75,19,5,7,1024,1,5,1,0,0,0,0,1
8,68,20,0,1,0,0,10,1,18,1,1,1,,,,4,,400,1,10,0,0,1,0,0,0
6,64,24,0,1,0,0,10,3,16,3,1,1,2,87,22,6,7,576,1,10,1,0,0,1,0,1
11,63,24,0,0,0,0,6,2,17,2,1,,10,87,23,6,10,576,1,6,1,0,0,0,0,1
1,66,22,0,0,0,1,0,2,19,2,1,1,2,83,17,3,7,484,1,0,1,0,0,1,1,1
5,52,36,0,1,0,0,4,2,17,2,1,0,6,81,29,6,12,1296,1,4,1,0,0,1,0,1
3,54,34,0,1,0,1,0,0,,0,1,0,,,,5,,1156,1,0,0,0,0,1,1,0
6,53,35,0,0,0,0,0,4,21,4,1,1,1,71,17,6,9,1225,1,0,0,0,0,1,1,1
6,43,45,0,1,0,1,5,4,15,3,1,0,8,58,15,4,0,2025,1,5,1,0,0,1,0,1
1,60,28,0,0,0,0,0,5,18,5,1,1,12,84,24,5,10,784,1,0,0,1,0,1,1,1
6,55,33,0,1,0,0,0,5,17,4,1,1,1,83,27,6,7,1089,1,0,1,0,0,1,1,1
1,69,19,0,1,0,0,6,1,15,1,1,0,,,,5,,361,1,6,0,0,1,1,0,0
6,71,17,0,1,0,0,7,0,,0,1,0,,,,10,,289,1,7,0,0,0,1,0,0
7,66,22,0,1,0,1,7,2,19,2,1,0,9,84,18,6,7,484,1,7,1,0,0,0,0,1
5,57,31,0,1,0,1,1,4,19,4,1,1,12,83,26,5,5,961,1,1,0,0,0,1,0,1
7,58,30,0,0,0,0,4,4,18,4,1,1,8,83,25,5,7,900,1,4,1,0,0,0,0,1
9,48,40,0,0,0,0,6,3,21,2,1,1,,,,4,,1600,1,6,0,0,0,0,0,0
10,58,30,0,0,0,1,5,3,22,3,1,1,8,76,17,6,0,900,1,5,0,0,0,0,0,1
6,65,23,0,1,0,1,7,2,17,2,1,0,10,80,15,7,10,529,1,7,1,0,0,1,0,1
3,65,23,0,0,0,1,8,3,17,3,1,1,7,83,18,5,7,529,1,8,1,0,0,1,0,1
6,54,34,0,1,0,0,8,1,17,1,1,0,2,87,32,6,,1156,1,8,1,0,0,1,0,1
12,58,29,0,0,0,1,0,6,20,4,1,1,,,,4,,841,1,0,0,0,0,0,1,0
11,59,28,0,1,0,0,7,2,23,2,1,1,11,86,27,4,7,784,1,7,1,0,0,0,0,1
6,55,33,0,0,0,0,0,4,15,4,1,0,3,86,30,5,0,1089,1,0,1,0,0,1,1,1
11,60,27,0,1,0,0,10,3,19,3,1,1,1,86,25,3,7,729,1,10,1,0,0,0,0,1
11,60,27,0,0,0,1,9,3,18,3,1,1,10,76,15,1,10,729,1,9,1,0,0,0,0,1
4,71,17,0,1,0,1,11,0,,0,1,0,,,,3,,289,1,11,0,1,0,1,0,0
1,50,38,0,1,0,1,7,7,21,6,1,1,1,71,21,6,5,1444,1,7,0,1,0,1,0,1
10,40,47,1,1,0,1,6,8,20,8,1,0,4,71,30,8,10,2209,1,6,0,1,0,0,0,1
8,71,17,1,1,0,1,9,1,16,1,1,0,,,,5,,289,1,9,0,1,0,0,0,0
2,61,27,0,1,0,0,10,4,19,3,1,1,,,,6,,729,1,10,0,0,1,1,0,0
8,65,23,0,1,0,0,10,2,18,1,1,1,12,81,16,4,12,529,1,10,0,1,0,0,0,1
5,68,20,0,1,0,0,8,1,17,1,1,0,,,,7,,400,1,8,0,1,0,1,0,0
6,64,24,0,1,0,0,6,3,17,3,1,0,11,85,21,7,10,576,1,6,0,0,0,1,0,1
8,58,30,0,1,0,0,10,2,18,2,1,1,3,76,17,2,10,900,1,10,1,0,0,0,0,1
12,49,38,0,1,0,0,5,6,17,6,1,1,2,66,16,8,7,1444,1,5,0,0,1,0,0,1
8,52,36,0,1,0,0,5,6,16,5,1,1,,,,6,,1296,1,5,0,1,0,0,0,0
2,72,16,0,1,0,0,7,0,,0,1,0,,,,4,,256,1,7,0,1,0,1,0,0
1,61,27,0,1,0,0,6,2,16,2,1,1,,,,2,,729,1,6,0,0,0,1,0,0
8,63,25,0,1,0,0,8,1,21,1,1,0,,,,6,,625,1,8,1,0,0,0,0,0
2,72,16,0,1,0,0,8,0,,0,1,1,,,,3,,256,1,8,1,0,0,1,0,0
9,72,15,0,1,0,0,8,0,,0,1,0,,,,2,,225,1,8,1,0,0,0,0,0
5,69,19,0,0,0,0,10,0,,0,1,1,,,,4,,361,1,10,0,1,0,1,0,0
6,61,27,0,1,0,0,8,3,19,3,1,1,,,,3,,729,1,8,0,1,0,1,0,0
1,67,21,0,1,0,0,7,2,15,1,1,1,,,,5,,441,1,7,1,0,0,1,0,0
2,63,25,0,1,0,0,7,1,21,1,1,1,,,,5,,625,1,7,1,0,0,1,0,0
10,69,18,0,1,0,0,7,1,15,1,1,1,,,,3,,324,1,7,1,0,0,0,0,0
5,73,15,0,1,0,0,6,0,,0,1,0,,,,5,,225,1,6,0,0,0,1,0,0
5,47,41,0,1,0,0,3,8,18,7,1,1,2,67,19,7,5,1681,1,3,1,0,0,1,0,1
5,59,29,0,0,0,0,10,0,,0,1,0,,,,4,,841,1,10,1,0,0,1,0,0
4,70,18,0,0,0,0,8,1,17,1,1,0,,,,4,,324,1,8,1,0,0,1,0,0
10,59,28,0,1,0,1,0,3,20,3,1,1,12,80,21,7,4,784,1,0,1,0,0,0,1,1
12,70,17,0,1,0,0,7,0,,0,1,0,,,,5,,289,1,7,1,0,0,0,0,0
12,63,24,0,1,0,1,10,1,22,1,1,1,4,84,20,4,10,576,1,10,0,0,0,0,0,1
8,48,40,0,0,0,0,0,7,25,5,1,0,4,73,24,,,1600,1,0,1,0,0,0,1,1
3,63,25,0,0,0,0,4,3,16,3,1,1,2,88,24,6,7,625,1,4,0,0,1,1,0,1
5,65,23,0,0,0,0,6,2,19,2,1,0,10,83,18,5,4,529,1,6,0,1,0,1,0,1
6,47,41,0,0,0,0,0,8,21,6,1,0,12,68,21,4,,1681,1,0,1,0,0,1,1,1
8,40,48,0,1,0,0,0,5,24,4,1,1,,,,4,,2304,1,0,1,0,0,0,1,0
6,58,30,0,1,0,1,4,5,17,4,1,1,4,78,19,4,7,900,1,4,0,0,0,1,0,1
6,39,49,0,1,0,1,3,9,22,9,1,0,11,71,32,10,7,2401,1,3,1,0,0,1,0,1
6,67,21,0,1,0,1,12,1,19,1,1,1,,,,4,,441,1,12,1,0,0,1,0,0
9,72,15,0,1,0,1,7,0,,0,1,0,,,,3,,225,1,7,1,0,0,0,0,0
4,61,27,0,1,0,0,7,3,17,3,1,1,6,80,19,5,7,729,1,7,1,0,0,1,0,1
6,71,17,0,1,0,0,7,0,,0,1,1,,,,3,,289,1,7,0,1,0,1,0,0
12,71,16,0,1,0,1,9,0,,0,1,0,,,,6,,256,1,9,1,0,0,0,0,0
1,68,20,0,1,0,0,7,1,17,1,1,1,,,,6,,400,1,7,1,0,0,1,0,0
6,53,35,0,1,0,1,7,7,17,7,1,1,4,75,21,7,4,1225,1,7,1,0,0,1,0,1
2,67,21,0,1,0,0,6,0,,0,1,0,,,,5,,441,1,6,1,0,0,1,0,0
7,49,39,0,1,0,0,5,10,15,9,1,1,9,70,21,10,6,1521,1,5,0,1,0,0,0,1
11,45,42,1,1,1,1,12,2,22,2,1,1,2,67,21,2,12,1764,1,12,0,0,1,0,0,1
12,58,29,0,1,0,0,7,1,16,1,1,0,,,,4,,841,1,7,1,0,0,0,0,0
12,64,23,0,1,0,0,10,1,16,1,1,1,,,,4,,529,1,10,0,0,0,0,0,0
9,66,22,0,0,0,0,7,1,21,1,1,0,,,,4,,484,1,7,0,0,0,0,0,0
9,69,19,0,0,0,0,7,0,,0,1,1,,,,4,,361,1,7,0,1,0,0,0,0
3,66,22,0,0,0,0,7,3,16,3,1,1,,,,4,,484,1,7,1,0,0,1,0,0
4,72,16,1,1,0,0,8,0,,0,1,1,,,,2,,256,1,8,0,0,1,1,0,0
9,54,34,1,1,0,1,7,3,21,3,1,1,9,75,21,3,10,1156,1,7,0,1,0,0,0,1
6,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,1,7,1,0,0,1,0,0
6,56,32,0,1,0,0,12,2,23,2,1,1,12,85,29,4,10,1024,1,12,1,0,0,1,0,1
5,71,17,1,1,0,0,8,0,,0,1,0,,,,5,,289,1,8,0,0,1,1,0,0
1,72,16,0,1,0,0,10,0,,0,1,0,,,,2,,256,1,10,0,0,1,1,0,0
7,66,22,0,1,0,1,7,3,16,3,1,1,,,,3,,484,1,7,0,1,0,0,0,0
10,69,19,1,0,1,1,12,1,18,1,1,0,,,,4,,361,1,12,1,0,0,0,0,0
11,65,22,1,1,0,,13,0,,0,1,1,,,,2,,484,1,13,0,1,0,0,0,0
6,40,48,0,1,0,1,1,11,15,8,1,0,,,,10,,2304,1,1,0,0,1,1,0,0
10,61,27,0,1,0,1,10,1,16,1,1,1,,,,2,,729,1,10,0,0,1,0,0,0
12,59,28,0,1,0,0,7,2,21,2,1,1,6,75,15,4,10,784,1,7,0,1,0,0,0,1
1,66,22,0,1,0,0,9,0,,0,1,1,,,,4,,484,1,9,0,1,0,1,0,0
5,69,19,0,1,0,0,10,0,,0,1,1,,,,4,,361,1,10,0,0,0,1,0,0
10,56,32,0,1,0,0,7,2,19,2,1,1,,,,4,,1024,1,7,0,0,0,0,0,0
7,70,18,0,1,0,0,7,0,,0,1,1,,,,4,,324,1,7,0,1,0,0,0,0
5,57,31,0,0,0,0,7,4,20,4,1,1,4,72,14,6,15,961,1,7,0,0,0,1,0,1
4,56,32,0,0,0,0,0,7,18,5,1,0,12,72,16,5,0,1024,1,0,1,0,0,1,1,1
3,66,22,0,1,0,1,7,2,19,2,1,1,,,,4,,484,1,7,0,0,1,1,0,0
9,70,18,0,1,0,1,11,0,,0,1,0,,,,2,,324,1,11,0,0,1,0,0,0
8,70,18,0,1,0,0,6,0,,0,1,0,,,,5,,324,1,6,1,0,0,0,0,0
8,72,16,0,1,0,0,4,0,,0,1,0,,,,5,,256,1,4,1,0,0,0,0,0
8,48,40,0,0,0,1,1,7,17,7,1,1,1,70,21,10,3,1600,1,1,1,0,0,0,0,1
6,60,28,0,1,0,1,7,1,22,1,1,1,,,,15,,784,1,7,1,0,0,1,0,0
1,69,19,0,1,0,1,7,0,,0,1,1,,,,4,,361,1,7,0,0,0,1,0,0
9,64,24,0,1,0,0,7,2,16,2,1,1,4,84,19,4,6,576,1,7,1,0,0,0,0,1
4,61,27,0,1,0,0,6,4,15,4,1,1,4,75,14,5,9,729,1,6,1,0,0,1,0,1
6,73,15,0,1,0,0,1,0,,0,1,0,,,,4,,225,1,1,0,0,0,1,0,0
8,43,45,0,1,0,0,2,6,18,6,1,1,6,59,15,6,4,2025,1,2,1,0,0,0,0,1
6,70,18,0,1,0,0,7,0,,0,1,0,,,,3,,324,1,7,1,0,0,1,0,0
5,70,18,0,1,0,0,9,1,17,1,1,0,,,,2,,324,1,9,1,0,0,1,0,0
1,63,25,0,0,0,1,0,3,15,3,1,0,1,81,18,6,0,625,1,0,0,0,0,1,1,1
2,63,25,0,1,0,1,7,3,19,3,1,1,2,84,21,6,7,625,1,7,1,0,0,1,0,1
10,72,16,0,0,0,1,9,0,,0,1,0,,,,4,,256,1,9,1,0,0,0,0,0
5,70,18,0,0,0,0,0,0,,0,1,0,11,87,17,6,0,324,1,0,0,0,0,1,1,1
8,65,23,0,1,0,0,7,1,16,1,1,1,1,88,22,10,,529,1,7,1,0,0,0,0,1
2,62,26,0,1,0,0,7,2,20,1,1,1,11,87,25,5,7,676,1,7,1,0,0,1,0,1
6,53,35,0,1,0,0,7,5,18,5,1,1,10,87,34,4,1,1225,1,7,1,0,0,1,0,1
7,70,18,0,1,0,0,6,0,,0,1,0,,,,5,,324,1,6,1,0,0,0,0,0
4,63,25,1,0,0,0,5,2,21,2,1,0,9,87,24,5,10,625,1,5,0,0,0,1,0,1
7,43,45,0,1,0,1,0,7,17,7,1,0,7,59,16,10,,2025,1,0,1,0,0,0,1,1
5,63,25,0,1,0,1,1,0,,0,1,0,,,,6,,625,1,1,0,0,0,1,0,0
7,72,16,0,1,0,1,4,0,,0,1,0,,,,2,,256,1,4,0,1,0,0,0,0
9,73,15,0,1,0,1,6,0,,0,1,0,,,,5,,225,1,6,0,1,0,0,0,0
6,53,35,0,1,0,0,6,3,24,3,1,1,,,,7,,1225,1,6,1,0,0,1,0,0
6,65,23,0,0,0,0,6,1,22,1,1,0,11,80,15,5,8,529,1,6,1,0,0,1,0,1
5,56,32,0,0,0,0,0,5,14,5,1,0,12,80,24,4,0,1024,1,0,1,0,0,1,1,1
1,68,20,0,1,0,0,0,1,18,1,1,0,1,81,13,12,0,400,1,0,1,0,0,1,1,1
1,53,35,0,0,0,0,0,5,19,5,1,0,5,82,29,6,0,1225,1,0,0,0,0,1,1,1
8,60,28,0,0,0,0,0,5,15,5,1,1,,,,6,,784,1,0,0,0,0,0,1,0
6,68,20,0,1,0,1,10,2,17,1,1,1,,,,5,,400,1,10,1,0,0,1,0,0
6,70,18,0,1,0,1,8,0,,0,1,1,,,,6,,324,1,8,1,0,0,1,0,0
4,62,26,0,0,0,0,7,2,20,2,1,1,11,81,19,5,7,676,1,7,1,0,0,1,0,1
1,56,32,0,0,0,0,7,3,22,3,1,1,10,77,21,5,4,1024,1,7,1,0,0,1,0,1
9,61,27,1,1,1,0,16,1,26,1,1,1,12,83,22,3,16,729,1,16,0,0,1,0,0,1
7,55,33,1,1,1,1,19,2,24,2,1,1,7,77,22,2,19,1089,1,19,0,0,1,0,0,1
8,54,34,1,1,0,0,6,4,16,4,1,1,4,70,15,5,7,1156,1,6,1,0,0,0,0,1
4,59,29,1,1,1,1,12,3,18,3,1,1,1,80,20,4,17,841,1,12,0,0,0,1,0,1
2,62,26,0,1,0,1,3,2,21,2,1,1,12,81,19,6,7,676,1,3,0,0,1,1,0,1
4,70,18,0,1,0,0,7,0,,0,1,1,,,,4,,324,1,7,1,0,0,1,0,0
2,62,26,0,1,0,0,7,2,20,2,1,1,10,79,17,6,3,676,1,7,1,0,0,1,0,1
12,63,24,0,1,0,1,8,2,16,2,1,1,,,,4,,576,1,8,0,0,0,0,0,0
1,47,41,0,1,0,0,3,2,14,2,1,0,1,60,13,10,4,1681,1,3,1,0,0,1,0,1
9,61,27,0,1,0,0,5,3,19,3,1,1,,,,3,,729,1,5,1,0,0,0,0,0
7,64,24,0,1,0,1,3,3,14,3,1,0,,,,1,,576,1,3,1,0,0,0,0,0
3,62,26,0,1,0,0,7,3,19,2,1,1,8,82,20,4,5,676,1,7,1,0,0,1,0,1
7,53,35,0,1,0,0,0,7,19,7,1,1,11,72,19,7,6,1225,1,0,1,0,0,0,1,1
3,62,26,1,1,0,0,10,3,19,3,1,1,3,82,20,4,10,676,1,10,0,0,1,1,0,1
8,71,17,1,1,0,1,9,0,,0,1,0,,,,4,,289,1,9,0,1,0,0,0,0
8,62,26,1,1,1,0,10,1,19,1,1,1,9,83,21,4,10,676,1,10,1,0,0,0,0,1
6,64,24,1,1,1,0,10,1,17,1,1,1,6,85,21,4,10,576,1,10,1,0,0,1,0,1
7,67,21,1,1,0,0,12,2,14,2,1,1,12,78,11,4,10,441,1,12,1,0,0,0,0,1
11,65,22,1,1,0,0,6,1,20,1,1,1,,,,4,,484,1,6,1,0,0,0,0,0
1,54,34,1,0,0,0,7,4,20,4,1,1,6,80,26,5,12,1156,1,7,0,0,1,1,0,1
4,61,27,1,1,0,1,7,1,18,1,1,0,4,84,23,5,7,729,1,7,0,0,0,1,0,1
3,64,24,1,1,0,1,9,3,18,3,1,1,2,81,16,3,10,576,1,9,1,0,0,1,0,1
6,56,32,1,1,0,1,10,3,20,3,1,1,1,73,16,4,10,1024,1,10,0,0,1,1,0,1
9,68,20,1,1,0,0,10,0,,0,1,1,,,,4,,400,1,10,1,0,0,0,0,0
11,64,23,1,1,0,0,8,1,18,1,1,1,6,81,16,4,10,529,1,8,0,1,0,0,0,1
12,63,24,1,1,0,0,8,3,16,3,1,1,3,81,17,3,10,576,1,8,0,0,1,0,0,1
9,62,26,1,1,0,0,7,0,,0,1,0,6,85,22,5,9,676,1,7,0,1,0,0,0,1
1,62,26,1,1,0,0,10,3,18,3,1,1,6,78,16,0,,676,1,10,0,0,0,1,0,1
8,57,31,1,1,0,0,7,5,19,5,1,0,2,76,18,6,9,961,1,7,1,0,0,0,0,1
12,64,23,1,1,0,1,10,1,20,1,1,1,6,84,19,4,10,529,1,10,0,1,0,0,0,1
9,63,25,1,1,0,0,10,1,21,1,1,0,11,82,19,4,10,625,1,10,1,0,0,0,0,1
3,64,24,1,1,0,0,10,0,,0,1,0,6,87,23,4,10,576,1,10,0,0,0,1,0,1
4,64,24,1,1,0,0,10,2,17,2,1,1,,,,4,,576,1,10,0,0,1,1,0,0
10,57,30,1,1,0,1,7,4,16,4,1,1,6,79,21,4,10,900,1,7,0,0,1,0,0,1
2,65,23,0,1,0,0,6,1,18,1,1,1,,,,4,,529,1,6,1,0,0,1,0,0
11,58,29,1,1,0,0,7,6,15,3,1,1,5,80,21,4,7,841,1,7,0,0,0,0,0,1
10,70,18,0,1,1,0,10,0,,0,1,0,,,,5,,324,1,10,1,0,0,0,0,0
4,70,18,0,1,1,0,10,0,,0,1,0,,,,3,,324,1,10,0,1,0,1,0,0
6,51,37,0,1,0,0,7,3,16,2,1,1,2,77,25,2,7,1369,1,7,0,1,0,1,0,1
11,62,25,0,1,1,0,12,1,18,1,1,1,11,84,22,3,16,625,1,12,0,0,1,0,0,1
12,47,40,0,1,1,0,14,6,18,6,1,1,9,65,17,4,7,1600,1,14,0,0,1,0,0,1
1,72,16,0,1,1,0,10,0,,0,1,0,,,,4,,256,1,10,1,0,0,1,0,0
10,57,31,0,0,1,1,10,1,20,1,1,1,,,,4,,961,1,10,0,0,0,0,0,0
6,63,25,0,1,0,0,10,1,17,1,1,1,,,,6,,625,1,10,0,0,1,1,0,0
12,60,27,0,1,0,0,15,2,19,2,1,0,,,,4,,729,1,15,0,1,0,0,0,0
4,43,45,0,1,0,0,9,8,20,7,1,1,,,,4,,2025,1,9,1,0,0,1,0,0
8,60,28,0,0,0,0,10,2,23,2,1,1,,,,3,,784,1,10,1,0,0,0,0,0
10,52,36,1,1,1,1,7,6,19,6,1,1,1,70,17,4,7,1296,1,7,0,1,0,0,0,1
12,68,19,1,1,1,0,5,0,,0,1,0,,,,2,,361,1,5,1,0,0,0,0,0
7,45,43,1,1,1,0,14,3,21,3,1,1,9,66,21,2,15,1849,1,14,0,0,1,0,0,1
12,69,18,1,1,1,0,7,0,,0,1,1,,,,6,,324,1,7,0,0,0,0,0,0
9,54,34,0,1,0,0,7,2,24,2,1,1,4,85,30,6,7,1156,1,7,1,0,0,0,0,1
6,50,38,0,1,0,0,15,3,24,3,1,1,,,,4,,1444,1,15,0,0,1,1,0,0
6,61,27,1,1,0,1,2,2,24,2,1,1,,,,4,,729,1,2,1,0,0,1,0,0
4,54,34,1,1,0,1,7,3,20,3,1,1,5,76,22,6,7,1156,1,7,0,1,0,1,0,1
11,65,22,1,1,0,1,12,1,18,1,1,1,8,83,17,4,7,484,1,12,0,1,0,0,0,1
9,64,24,1,1,1,1,12,1,22,1,1,1,4,88,23,4,10,576,1,12,0,1,0,0,0,1
6,68,20,1,1,1,1,7,1,18,1,1,1,,,,4,,400,1,7,1,0,0,1,0,0
7,72,16,1,1,1,1,9,0,,0,1,0,,,,4,,256,1,9,1,0,0,0,0,0
6,63,25,0,1,0,1,7,2,19,2,1,1,12,81,18,4,10,625,1,7,0,1,0,1,0,1
9,51,37,0,1,0,0,7,2,17,2,1,1,,,,2,,1369,1,7,0,0,0,0,0,0
12,59,28,1,1,0,0,7,1,21,1,1,1,3,79,19,4,,784,1,7,1,0,0,0,0,1
6,71,17,1,1,0,0,9,0,,0,1,1,,,,5,,289,1,9,0,0,1,1,0,0
3,56,32,0,1,0,0,10,1,26,1,1,0,,,,4,,1024,1,10,1,0,0,1,0,0
4,62,26,0,1,0,0,9,2,21,2,1,1,,,,4,,676,1,9,0,1,0,1,0,0
1,68,20,0,1,0,0,0,2,14,2,1,1,3,81,13,4,10,400,1,0,1,0,0,1,1,1
1,53,35,0,1,0,1,10,2,28,2,1,1,,,,4,,1225,1,10,0,1,0,1,0,0
2,68,20,1,1,1,1,12,0,,0,1,1,,,,4,,400,1,12,0,1,0,1,0,0
3,62,26,0,0,0,0,10,1,20,1,1,1,,,,2,,676,1,10,0,1,0,1,0,0
2,54,34,0,1,0,1,7,5,18,5,1,1,,,,5,,1156,1,7,1,0,0,1,0,0
9,64,24,0,1,0,0,7,2,16,1,1,1,,,,3,,576,1,7,1,0,0,0,0,0
1,49,39,1,1,1,0,7,7,20,7,1,1,1,67,18,8,0,1521,1,7,0,0,0,1,0,1
2,69,19,1,1,1,0,12,1,18,1,1,1,,,,1,,361,1,12,0,0,0,1,0,0
1,62,26,0,1,0,1,0,3,19,3,1,1,7,84,22,8,0,676,1,0,1,0,0,1,1,1
2,64,24,0,1,0,1,0,3,17,3,1,0,,,,4,,576,1,0,0,0,0,1,1,0
1,67,21,0,1,0,1,7,3,17,3,1,0,9,86,19,7,0,441,1,7,0,0,0,1,0,1
7,62,26,0,1,0,0,7,1,20,1,1,1,,,,3,,676,1,7,0,1,0,0,0,0
3,65,23,0,1,0,0,13,1,22,1,1,1,,,,3,,529,1,13,0,0,1,1,0,0
4,67,21,0,1,0,0,10,2,17,2,1,1,,,,2,,441,1,10,0,0,0,1,0,0
7,66,22,0,1,0,0,14,1,21,1,1,1,,,,4,,484,1,14,0,1,0,0,0,0
3,66,22,0,1,0,0,14,0,,0,1,1,,,,4,,484,1,14,1,0,0,1,0,0
6,69,19,0,1,0,0,10,0,,0,1,0,,,,4,,361,1,10,0,1,0,1,0,0
6,73,15,0,1,1,0,7,0,,0,1,0,,,,3,,225,1,7,0,0,1,1,0,0
10,62,26,1,1,1,0,6,1,17,1,1,1,,,,3,,676,1,6,1,0,0,0,0,0
6,73,15,1,1,1,0,3,0,,0,0,0,,,,,,225,1,3,1,0,0,1,0,0
4,59,29,1,1,1,0,18,1,17,1,1,1,3,86,26,4,16,841,1,18,1,0,0,1,0,1
11,46,42,1,1,1,0,10,3,22,3,1,0,1,70,23,3,12,1764,1,10,0,0,0,0,0,1
12,59,28,1,1,0,1,12,1,26,1,1,1,,,,2,,784,1,12,0,0,1,0,0,0
6,68,20,1,0,0,0,7,1,17,1,1,1,,,,2,,400,1,7,0,0,1,1,0,0
7,65,23,0,1,0,0,12,1,20,1,1,1,,,,2,,529,1,12,0,0,0,0,0,0
12,65,23,0,1,0,0,12,1,22,1,1,1,,,,3,,529,1,12,0,0,1,0,0,0
11,61,27,0,1,0,0,10,2,18,1,1,1,,,,2,,729,1,10,0,0,1,0,0,0
5,69,19,0,1,0,0,9,0,,0,1,0,,,,2,,361,1,9,0,0,0,1,0,0
7,63,25,0,1,0,0,10,0,,0,1,1,,,,4,,625,1,10,0,0,1,0,0,0
11,64,24,0,0,1,0,12,0,,0,1,,,,,2,,576,1,12,1,0,0,0,0,0
8,64,24,0,1,0,0,13,1,23,1,1,1,,,,3,,576,1,13,0,1,0,0,0,0
1,72,16,0,1,0,0,9,0,,0,1,0,,,,4,,256,1,9,0,1,0,1,0,0
5,60,28,0,1,0,0,14,2,24,2,1,1,7,83,23,3,14,784,1,14,0,1,0,1,0,1
5,69,19,0,1,0,0,7,0,,0,1,0,,,,4,,361,1,7,0,1,0,1,0,0
10,63,25,0,1,0,0,12,2,15,2,1,1,3,78,14,4,12,625,1,12,0,1,0,0,0,1
10,73,15,0,1,0,0,9,0,,0,1,0,,,,3,,225,1,9,0,1,0,0,0,0
8,68,20,0,1,0,0,7,0,,0,1,0,,,,2,,400,1,7,1,0,0,0,0,0
4,67,21,0,1,0,0,12,1,20,1,1,1,3,87,19,4,12,441,1,12,1,0,0,1,0,1
4,72,16,0,1,0,0,7,0,,0,1,0,,,,3,,256,1,7,0,1,0,1,0,0
1,50,38,0,1,0,1,5,4,19,4,1,1,5,71,21,4,0,1444,1,5,1,0,0,1,0,1
8,71,17,0,1,0,1,11,0,,0,1,0,,,,3,,289,1,11,1,0,0,0,0,0
8,68,20,0,1,0,0,10,0,,0,1,1,,,,2,,400,1,10,0,1,0,0,0,0
12,64,24,0,1,0,0,7,3,16,3,1,1,2,81,16,6,10,576,1,7,1,0,0,0,0,1
7,56,32,0,1,0,0,4,5,18,4,1,0,3,83,26,5,,1024,1,4,0,0,0,0,0,1
9,71,17,0,1,0,0,7,0,,0,1,0,,,,5,,289,1,7,1,0,0,0,0,0
12,62,26,0,1,0,0,3,0,,0,1,0,10,80,17,4,7,676,1,3,0,1,0,0,0,1
10,48,40,0,1,0,0,15,3,23,3,1,1,5,70,21,3,15,1600,1,15,1,0,0,0,0,1
6,62,26,0,1,0,0,4,1,15,1,1,1,8,77,15,4,7,676,1,4,0,0,1,1,0,1
11,51,37,0,1,0,0,7,2,27,2,1,1,,,,3,,1369,1,7,1,0,0,0,0,0
9,51,37,0,1,1,0,10,3,28,3,1,1,6,74,22,4,2,1369,1,10,0,0,1,0,0,1
2,62,26,0,0,0,0,7,1,19,1,1,0,,,,4,,676,1,7,1,0,0,1,0,0
2,44,44,0,1,0,0,7,5,23,4,1,0,10,71,27,,0,1936,1,7,1,0,0,1,0,1
4,69,19,0,1,0,0,10,1,18,1,1,1,,,,10,,361,1,10,1,0,0,1,0,0
10,73,15,0,1,0,0,8,0,,0,0,0,,,,1,,225,1,8,1,0,0,0,0,0
6,54,34,0,1,0,0,7,2,22,2,1,0,,,,6,,1156,1,7,0,1,0,1,0,0
10,40,48,0,1,0,0,4,6,19,6,1,1,1,63,22,6,6,2304,1,4,1,0,0,0,0,1
7,66,22,0,0,0,0,7,2,19,2,1,0,11,85,19,4,3,484,1,7,0,1,0,0,0,1
7,57,31,0,1,0,0,10,3,18,2,1,1,,,,10,,961,1,10,0,1,0,0,0,0
9,63,25,0,1,0,0,7,2,21,2,1,1,6,84,20,6,7,625,1,7,1,0,0,0,0,1
3,68,20,0,1,0,0,9,0,,0,1,1,,,,5,,400,1,9,1,0,0,1,0,0
12,67,21,0,0,0,0,7,1,16,1,1,1,11,88,20,4,0,441,1,7,0,0,0,0,0,1
5,40,48,0,1,0,0,6,7,14,6,1,1,4,70,29,7,4,2304,1,6,0,0,1,1,0,1
4,61,27,0,1,0,0,9,4,15,3,1,1,,,,4,,729,1,9,0,0,1,1,0,0
11,49,38,0,0,0,0,4,4,18,4,1,1,1,68,18,5,10,1444,1,4,0,0,1,0,0,1
2,62,26,0,1,0,0,7,2,19,2,1,1,,,,4,,676,1,7,1,0,0,1,0,0
3,48,40,0,1,0,0,3,2,29,2,1,1,,,,4,,1600,1,3,1,0,0,1,0,0
3,65,23,0,0,0,0,0,2,15,2,1,1,11,80,15,3,,529,1,0,0,0,0,1,1,1
2,60,28,0,0,0,0,0,1,23,1,1,1,,,,4,,784,1,0,0,0,1,1,1,0
11,47,40,0,1,0,0,6,4,19,4,1,1,,,,6,,1600,1,6,0,1,0,0,0,0
